'sample #','MLII','V1'
6125,830,932
6126,830,922
6127,832,919
6128,833,915
6129,831,913
6130,832,914
6131,830,914
6132,831,914
6133,829,916
6134,830,918
6135,832,919
6136,833,921
6137,832,918
6138,834,917
6139,833,917
6140,830,913
6141,826,913
6142,825,912
6143,825,913
6144,825,910
6145,827,912
6146,827,916
6147,829,915
6148,830,918
6149,831,917
6150,829,916
6151,829,915
6152,826,914
6153,825,913
6154,826,911
6155,824,911
6156,819,912
6157,820,914
6158,825,914
6159,825,916
6160,826,919
6161,826,919
6162,826,919
6163,825,917
6164,822,914
6165,820,915
6166,820,913
6167,816,910
6168,815,911
6169,816,910
6170,816,915
6171,816,914
6172,816,915
6173,818,916
6174,818,916
6175,817,914
6176,814,910
6177,812,908
6178,809,906
6179,811,905
6180,809,908
6181,808,909
6182,809,911
6183,810,912
6184,810,916
6185,810,915
6186,811,912
6187,809,911
6188,806,912
6189,805,910
6190,805,909
6191,804,906
6192,804,909
6193,804,909
6194,807,909
6195,807,911
6196,810,913
6197,811,912
6198,814,913
6199,814,911
6200,813,909
6201,813,908
6202,814,906
6203,815,905
6204,816,904
6205,817,904
6206,823,905
6207,825,909
6208,831,909
6209,837,909
6210,839,910
6211,843,907
6212,846,906
6213,845,905
6214,852,904
6215,854,900
6216,857,904
6217,862,903
6218,864,906
6219,868,906
6220,873,908
6221,876,908
6222,879,909
6223,878,910
6224,880,910
6225,879,909
6226,878,906
6227,878,908
6228,879,910
6229,879,910
6230,880,912
6231,882,915
6232,883,915
6233,881,915
6234,879,917
6235,879,915
6236,877,913
6237,876,913
6238,872,910
6239,874,909
6240,873,911
6241,873,914
6242,873,915
6243,873,915
6244,874,917
6245,875,917
6246,875,918
6247,875,917
6248,871,916
6249,870,914
6250,868,913
6251,869,914
6252,870,912
6253,869,913
6254,870,917
6255,870,915
6256,872,919
6257,872,918
6258,872,918
6259,871,916
6260,869,914
6261,867,913
6262,868,911
6263,864,908
6264,865,908
6265,865,906
6266,865,909
6267,866,912
6268,867,913
6269,866,913
6270,868,911
6271,868,911
6272,866,909
6273,866,911
6274,863,906
6275,861,905
6276,862,907
6277,865,907
6278,863,910
6279,864,910
6280,863,914
6281,867,913
6282,868,914
6283,868,913
6284,868,910
6285,870,912
6286,869,912
6287,868,910
6288,869,911
6289,872,912
6290,874,913
6291,877,917
6292,878,917
6293,884,918
6294,884,921
6295,887,920
6296,886,918
6297,880,917
6298,881,914
6299,882,910
6300,881,912
6301,883,914
6302,883,914
6303,886,913
6304,889,917
6305,893,915
6306,894,915
6307,894,911
6308,893,911
6309,890,908
6310,886,905
6311,880,905
6312,877,906
6313,873,905
6314,873,908
6315,873,907
6316,875,910
6317,877,911
6318,874,909
6319,873,910
6320,871,905
6321,867,906
6322,861,907
6323,858,910
6324,855,914
6325,856,916
6326,854,918
6327,855,920
6328,855,920
6329,854,920
6330,855,918
6331,854,917
6332,855,917
6333,853,916
6334,853,913
6335,852,914
6336,848,914
6337,850,914
6338,851,916
6339,851,915
6340,853,918
6341,854,917
6342,854,918
6343,852,918
6344,852,917
6345,850,916
6346,851,914
6347,853,915
6348,852,913
6349,854,915
6350,854,919
6351,858,921
6352,867,924
6353,874,923
6354,887,923
6355,901,919
6356,923,915
6357,946,909
6358,972,903
6359,992,898
6360,1005,897
6361,1009,894
6362,995,896
6363,980,896
6364,953,893
6365,929,890
6366,905,886
6367,879,888
6368,846,894
6369,814,899
6370,795,910
6371,788,926
6372,790,947
6373,794,963
6374,801,973
6375,807,969
6376,813,960
6377,822,947
6378,823,933
6379,825,925
6380,828,918
6381,830,917
6382,830,914
6383,834,912
6384,834,913
6385,832,914
6386,833,918
6387,835,920
6388,835,922
6389,835,920
6390,837,919
6391,834,921
6392,835,919
6393,831,917
6394,833,915
6395,828,912
6396,829,913
6397,829,912
6398,830,916
6399,831,916
6400,833,918
6401,834,916
6402,835,919
6403,834,917
6404,833,918
6405,833,915
6406,832,911
6407,827,914
6408,824,914
6409,825,914
6410,827,917
6411,827,917
6412,832,921
6413,832,922
6414,831,917
6415,830,917
6416,829,917
6417,828,915
6418,825,914
6419,823,914
6420,820,912
6421,822,913
6422,821,916
6423,823,916
6424,823,919
6425,824,919
6426,823,920
6427,823,915
6428,820,914
6429,817,911
6430,817,911
6431,816,908
6432,813,908
6433,814,911
6434,813,911
6435,814,914
6436,813,915
6437,815,915
6438,811,913
6439,812,914
6440,811,912
6441,807,909
6442,805,906
6443,806,907
6444,805,908
6445,806,908
6446,806,910
6447,809,909
6448,808,912
6449,812,911
6450,810,910
6451,813,910
6452,815,907
6453,815,908
6454,815,904
6455,815,906
6456,818,905
6457,818,903
6458,820,906
6459,826,907
6460,829,907
6461,831,909
6462,836,905
6463,838,908
6464,840,904
6465,843,904
6466,847,903
6467,850,901
6468,854,900
6469,858,899
6470,864,903
6471,870,906
6472,873,907
6473,874,909
6474,878,911
6475,880,911
6476,880,909
6477,881,907
6478,880,907
6479,879,907
6480,877,910
6481,878,910
6482,879,915
6483,880,915
6484,883,919
6485,883,920
6486,884,920
6487,881,918
6488,881,918
6489,878,917
6490,877,916
6491,875,914
6492,874,914
6493,874,912
6494,874,914
6495,873,915
6496,873,914
6497,872,920
6498,873,917
6499,872,918
6500,873,917
6501,870,917
6502,869,915
6503,866,914
6504,865,914
6505,867,914
6506,869,916
6507,870,919
6508,871,920
6509,872,921
6510,870,919
6511,868,921
6512,867,916
6513,868,916
6514,867,914
6515,864,915
6516,862,913
6517,866,913
6518,864,914
6519,863,915
6520,867,918
6521,866,918
6522,867,918
6523,867,915
6524,866,914
6525,865,913
6526,865,911
6527,864,910
6528,865,912
6529,865,912
6530,865,912
6531,867,914
6532,866,917
6533,866,917
6534,867,917
6535,868,917
6536,871,916
6537,867,914
6538,867,912
6539,865,911
6540,864,912
6541,866,912
6542,872,917
6543,875,918
6544,880,920
6545,885,923
6546,886,923
6547,886,921
6548,888,921
6549,886,922
6550,885,917
6551,882,917
6552,882,917
6553,882,917
6554,881,918
6555,884,917
6556,888,919
6557,892,918
6558,894,913
6559,893,914
6560,890,913
6561,885,909
6562,880,908
6563,875,910
6564,873,908
6565,869,907
6566,870,908
6567,873,910
6568,873,910
6569,873,912
6570,872,910
6571,866,911
6572,863,912
6573,860,914
6574,856,916
6575,852,916
6576,852,917
6577,853,920
6578,853,919
6579,854,918
6580,856,918
6581,858,921
6582,856,919
6583,857,919
6584,856,916
6585,856,915
6586,854,913
6587,854,910
6588,853,911
6589,852,911
6590,849,912
6591,856,915
6592,856,917
6593,858,918
6594,856,915
6595,856,917
6596,856,919
6597,857,915
6598,856,915
6599,856,915
6600,859,916
6601,863,917
6602,871,919
6603,880,922
6604,897,920
6605,917,918
6606,943,914
6607,969,909
6608,994,904
6609,1006,900
6610,1013,897
6611,999,894
6612,979,889
6613,953,887
6614,929,886
6615,899,886
6616,874,892
6617,844,896
6618,815,902
6619,799,912
6620,792,928
6621,791,948
6622,795,962
6623,799,968
6624,804,969
6625,806,960
6626,810,946
6627,817,934
6628,822,929
6629,825,925
6630,830,921
6631,834,919
6632,836,917
6633,836,916
6634,835,917
6635,831,913
6636,829,916
6637,832,915
6638,832,917
6639,832,918
6640,833,922
6641,835,923
6642,837,919
6643,835,918
6644,834,918
6645,833,917
6646,831,914
6647,831,911
6648,830,913
6649,828,913
6650,831,912
6651,830,915
6652,832,917
6653,833,918
6654,833,918
6655,834,917
6656,831,913
6657,829,913
6658,828,911
6659,827,911
6660,826,911
6661,824,913
6662,825,914
6663,825,916
6664,826,916
6665,827,915
6666,825,917
6667,825,916
6668,823,916
6669,822,914
6670,822,915
6671,820,912
6672,820,912
6673,819,910
6674,822,913
6675,819,913
6676,819,917
6677,817,915
6678,818,913
6679,815,914
6680,817,913
6681,814,910
6682,814,911
6683,811,911
6684,811,909
6685,811,910
6686,812,913
6687,811,911
6688,812,911
6689,813,914
6690,815,914
6691,811,912
6692,811,911
6693,811,910
6694,808,908
6695,808,907
6696,808,909
6697,810,909
6698,810,911
6699,813,911
6700,815,911
6701,814,915
6702,818,912
6703,819,912
6704,818,912
6705,818,910
6706,819,908
6707,821,909
6708,824,907
6709,828,908
6710,830,907
6711,837,908
6712,842,910
6713,848,908
6714,853,910
6715,856,908
6716,858,906
6717,864,905
6718,865,905
6719,866,900
6720,871,902
6721,873,903
6722,877,906
6723,880,907
6724,880,909
6725,882,911
6726,884,912
6727,885,910
6728,885,911
6729,882,910
6730,882,907
6731,881,910
6732,882,907
6733,881,911
6734,882,912
6735,884,914
6736,883,915
6737,882,921
6738,882,918
6739,882,917
6740,878,918
6741,877,918
6742,876,914
6743,873,914
6744,873,914
6745,870,913
6746,872,914
6747,874,918
6748,873,916
6749,876,920
6750,876,917
6751,877,917
6752,874,915
6753,871,915
6754,871,910
6755,870,912
6756,867,913
6757,867,912
6758,866,913
6759,869,918
6760,869,918
6761,869,919
6762,870,917
6763,870,918
6764,869,915
6765,868,915
6766,868,913
6767,866,910
6768,866,911
6769,865,912
6770,866,914
6771,866,917
6772,868,918
6773,870,919
6774,869,917
6775,869,915
6776,868,912
6777,866,913
6778,864,912
6779,864,911
6780,861,911
6781,862,911
6782,863,911
6783,865,914
6784,868,914
6785,869,915
6786,871,914
6787,869,915
6788,868,912
6789,866,912
6790,865,909
6791,864,910
6792,865,909
6793,869,913
6794,871,912
6795,876,915
6796,880,917
6797,882,923
6798,881,920
6799,883,919
6800,881,918
6801,884,918
6802,882,916
6803,881,915
6804,881,913
6805,880,914
6806,883,914
6807,884,917
6808,886,916
6809,890,914
6810,892,916
6811,890,915
6812,887,911
6813,883,910
6814,881,909
6815,876,908
6816,871,904
6817,868,904
6818,871,905
6819,873,906
6820,874,907
6821,873,908
6822,872,908
6823,870,906
6824,864,908
6825,858,907
6826,856,912
6827,849,914
6828,848,915
6829,850,917
6830,851,917
6831,850,918
6832,851,919
6833,852,920
6834,855,920
6835,853,918
6836,853,916
6837,851,915
6838,850,914
6839,852,912
6840,850,912
6841,851,913
6842,853,914
6843,854,916
6844,854,917
6845,857,919
6846,854,919
6847,853,919
6848,855,915
6849,853,915
6850,853,916
6851,850,915
6852,854,915
6853,855,916
6854,859,921
6855,869,920
6856,882,922
6857,901,920
6858,923,918
6859,949,913
6860,970,905
6861,990,898
6862,999,895
6863,999,891
6864,982,888
6865,957,883
6866,928,882
6867,900,883
6868,872,886
6869,842,894
6870,815,903
6871,797,914
6872,790,930
6873,789,949
6874,791,962
6875,798,970
6876,799,962
6877,805,951
6878,809,940
6879,814,930
6880,820,922
6881,825,922
6882,830,918
6883,835,918
6884,836,917
6885,832,913
6886,829,913
6887,827,913
6888,828,912
6889,828,913
6890,829,914
6891,833,915
6892,832,917
6893,834,916
6894,837,917
6895,836,917
6896,835,914
6897,833,910
6898,831,910
6899,830,912
6900,829,909
6901,829,911
6902,829,914
6903,829,914
6904,831,914
6905,826,916
6906,831,916
6907,831,916
6908,829,914
6909,829,911
6910,826,910
6911,825,910
6912,823,908
6913,825,910
6914,827,911
6915,826,913
6916,826,915
6917,826,914
6918,827,915
6919,826,915
6920,826,913
6921,824,911
6922,820,912
6923,818,907
6924,816,907
6925,814,909
6926,815,909
6927,815,914
6928,817,914
6929,820,914
6930,819,914
6931,816,912
6932,814,911
6933,811,907
6934,813,907
6935,811,906
6936,810,906
6937,810,908
6938,807,905
6939,808,907
6940,808,907
6941,810,910
6942,809,908
6943,810,907
6944,805,907
6945,806,904
6946,806,904
6947,804,903
6948,806,903
6949,804,905
6950,805,904
6951,809,905
6952,811,909
6953,812,909
6954,813,909
6955,813,908
6956,812,906
6957,813,906
6958,813,905
6959,813,904
6960,816,906
6961,817,903
6962,821,905
6963,826,908
6964,829,908
6965,836,907
6966,840,907
6967,845,905
6968,847,904
6969,850,901
6970,853,901
6971,856,898
6972,860,898
6973,861,900
6974,866,901
6975,870,901
6976,874,902
6977,876,906
6978,879,906
6979,877,906
6980,880,906
6981,880,905
6982,879,906
6983,879,904
6984,874,907
6985,876,908
6986,876,911
6987,877,910
6988,875,916
6989,876,916
6990,877,915
6991,877,916
6992,876,913
6993,874,912
6994,873,913
6995,868,913
6996,867,912
6997,867,914
6998,868,916
6999,869,915
7000,865,917
7001,866,919
7002,866,916
7003,866,914
7004,865,912
7005,863,912
7006,861,910
7007,861,909
7008,859,908
7009,859,909
7010,861,908
7011,860,912
7012,863,912
7013,864,917
7014,864,914
7015,864,913
7016,861,908
7017,863,910
7018,860,905
7019,860,908
7020,859,903
7021,859,906
7022,858,908
7023,860,911
7024,860,912
7025,860,913
7026,861,912
7027,858,911
7028,857,909
7029,858,909
7030,858,909
7031,856,907
7032,856,906
7033,857,906
7034,857,908
7035,857,910
7036,859,912
7037,860,911
7038,864,913
7039,861,911
7040,860,912
7041,858,909
7042,860,907
7043,857,909
7044,859,908
7045,862,908
7046,863,910
7047,867,912
7048,870,914
7049,871,915
7050,876,916
7051,876,917
7052,877,915
7053,876,913
7054,877,914
7055,873,910
7056,873,912
7057,875,910
7058,875,914
7059,878,914
7060,879,918
7061,879,916
7062,884,913
7063,883,911
7064,886,909
7065,883,909
7066,874,906
7067,870,903
7068,867,903
7069,864,901
7070,863,903
7071,863,904
7072,866,904
7073,868,905
7074,868,905
7075,864,905
7076,862,903
7077,856,906
7078,852,907
7079,847,910
7080,846,911
7081,844,911
7082,844,915
7083,845,917
7084,847,914
7085,848,917
7086,847,917
7087,848,916
7088,847,916
7089,847,913
7090,842,913
7091,842,912
7092,843,911
7093,844,912
7094,845,911
7095,843,913
7096,848,914
7097,850,916
7098,849,916
7099,852,917
7100,851,913
7101,850,912
7102,849,910
7103,847,911
7104,846,911
7105,845,914
7106,845,915
7107,850,916
7108,856,919
7109,868,920
7110,880,919
7111,895,916
7112,914,912
7113,936,908
7114,958,902
7115,977,895
7116,991,892
7117,997,891
7118,990,888
7119,971,890
7120,948,889
7121,925,885
7122,900,885
7123,873,887
7124,844,889
7125,810,896
7126,790,904
7127,781,920
7128,781,938
7129,787,956
7130,789,970
7131,796,970
7132,804,964
7133,803,953
7134,808,940
7135,811,927
7136,813,922
7137,815,917
7138,819,915
7139,819,912
7140,823,911
7141,826,910
7142,826,914
7143,827,914
7144,829,914
7145,828,917
7146,828,918
7147,829,916
7148,828,914
7149,826,912
7150,824,911
7151,822,910
7152,821,910
7153,821,911
7154,822,912
7155,822,911
7156,824,915
7157,825,917
7158,824,914
7159,824,915
7160,823,912
7161,819,910
7162,821,908
7163,820,907
7164,817,908
7165,816,906
7166,816,908
7167,821,910
7168,821,910
7169,822,912
7170,824,909
7171,820,913
7172,820,909
7173,818,908
7174,816,908
7175,815,905
7176,813,907
7177,810,905
7178,813,908
7179,814,909
7180,814,908
7181,814,912
7182,816,911
7183,816,909
7184,815,909
7185,813,909
7186,809,906
7187,807,906
7188,807,906
7189,807,905
7190,806,906
7191,802,910
7192,803,907
7193,805,910
7194,808,911
7195,806,910
7196,806,907
7197,804,905
7198,802,901
7199,801,899
7200,801,903
7201,800,902
7202,800,900
7203,801,903
7204,803,906
7205,804,905
7206,805,905
7207,807,903
7208,807,903
7209,808,900
7210,806,902
7211,806,901
7212,806,903
7213,808,900
7214,810,903
7215,811,906
7216,814,906
7217,815,906
7218,819,909
7219,818,906
7220,823,907
7221,825,902
7222,825,903
7223,830,899
7224,835,899
7225,838,898
7226,843,900
7227,851,902
7228,858,902
7229,862,905
7230,867,905
7231,871,904
7232,873,901
7233,874,902
7234,876,900
7235,877,899
7236,876,900
7237,877,902
7238,878,905
7239,880,907
7240,881,907
7241,882,908
7242,883,909
7243,880,910
7244,876,912
7245,875,910
7246,877,910
7247,872,909
7248,872,910
7249,869,910
7250,865,911
7251,870,913
7252,870,915
7253,870,915
7254,873,916
7255,873,915
7256,870,914
7257,872,911
7258,868,912
7259,866,909
7260,864,908
7261,864,909
7262,864,908
7263,864,911
7264,866,912
7265,866,914
7266,868,914
7267,866,914
7268,866,910
7269,863,906
7270,861,911
7271,861,906
7272,859,908
7273,857,908
7274,860,909
7275,860,909
7276,864,911
7277,864,911
7278,865,909
7279,863,910
7280,862,906
7281,859,907
7282,860,904
7283,858,907
7284,859,905
7285,857,904
7286,858,906
7287,858,909
7288,859,909
7289,860,912
7290,859,914
7291,860,914
7292,859,911
7293,860,909
7294,859,907
7295,858,907
7296,856,905
7297,853,905
7298,856,907
7299,858,910
7300,861,909
7301,861,912
7302,863,912
7303,862,911
7304,864,908
7305,862,908
7306,862,907
7307,863,907
7308,863,907
7309,865,908
7310,867,909
7311,871,912
7312,876,913
7313,876,915
7314,881,914
7315,880,917
7316,878,916
7317,876,916
7318,875,914
7319,873,909
7320,874,909
7321,877,911
7322,880,911
7323,883,911
7324,884,912
7325,885,912
7326,883,912
7327,881,908
7328,876,908
7329,871,904
7330,869,902
7331,868,903
7332,865,901
7333,865,899
7334,864,899
7335,867,901
7336,865,905
7337,865,906
7338,863,904
7339,859,908
7340,854,910
7341,851,913
7342,849,914
7343,847,916
7344,846,915
7345,843,914
7346,846,916
7347,848,915
7348,849,918
7349,848,917
7350,850,918
7351,851,917
7352,850,917
7353,848,915
7354,847,914
7355,845,911
7356,844,910
7357,846,911
7358,847,914
7359,848,912
7360,849,912
7361,849,917
7362,849,917
7363,851,916
7364,848,914
7365,849,916
7366,849,916
7367,847,915
7368,846,916
7369,850,913
7370,852,918
7371,867,919
7372,881,919
7373,900,918
7374,927,915
7375,953,907
7376,977,901
7377,999,896
7378,1000,888
7379,988,886
7380,961,882
7381,931,881
7382,897,883
7383,862,887
7384,826,894
7385,798,907
7386,786,925
7387,784,944
7388,787,963
7389,791,974
7390,795,975
7391,798,966
7392,803,948
7393,807,934
7394,809,928
7395,814,920
7396,819,918
7397,824,919
7398,830,919
7399,831,917
7400,829,915
7401,828,915
7402,826,914
7403,827,913
7404,824,911
7405,824,914
7406,824,915
7407,825,916
7408,828,916
7409,828,917
7410,832,918
7411,830,917
7412,826,917
7413,826,915
7414,826,916
7415,824,913
7416,825,912
7417,823,912
7418,824,914
7419,823,917
7420,827,916
7421,826,918
7422,829,918
7423,825,918
7424,823,918
7425,825,915
7426,821,912
7427,821,910
7428,819,909
7429,818,911
7430,818,911
7431,819,915
7432,820,916
7433,820,917
7434,821,915
7435,819,916
7436,820,913
7437,818,911
7438,815,912
7439,811,909
7440,810,909
7441,809,909
7442,809,911
7443,811,912
7444,809,911
7445,809,915
7446,814,915
7447,812,914
7448,809,913
7449,809,911
7450,807,910
7451,803,909
7452,802,907
7453,803,909
7454,803,908
7455,804,909
7456,806,910
7457,808,909
7458,807,909
7459,807,909
7460,804,908
7461,803,908
7462,803,906
7463,803,904
7464,801,904
7465,800,905
7466,806,906
7467,805,907
7468,809,910
7469,811,910
7470,814,910
7471,814,908
7472,814,906
7473,814,907
7474,815,902
7475,813,903
7476,816,902
7477,820,903
7478,825,905
7479,829,906
7480,836,906
7481,838,906
7482,843,907
7483,847,906
7484,852,904
7485,854,904
7486,857,904
7487,859,902
7488,863,899
7489,866,900
7490,868,901
7491,872,901
7492,874,904
7493,876,907
7494,879,908
7495,878,908
7496,876,909
7497,877,905
7498,874,906
7499,874,905
7500,871,904
7501,869,906
7502,869,911
7503,871,910
7504,871,912
7505,872,915
7506,872,916
7507,872,916
7508,870,914
7509,869,913
7510,865,913
7511,865,913
7512,864,911
7513,862,911
7514,863,912
7515,861,915
7516,865,915
7517,864,918
7518,866,916
7519,865,914
7520,864,912
7521,863,913
7522,861,911
7523,860,909
7524,859,909
7525,856,908
7526,859,911
7527,857,913
7528,859,912
7529,859,914
7530,862,916
7531,861,913
7532,861,913
7533,860,910
7534,858,909
7535,859,908
7536,855,908
7537,855,907
7538,854,909
7539,853,910
7540,857,913
7541,856,913
7542,856,915
7543,856,913
7544,856,914
7545,853,913
7546,853,912
7547,856,909
7548,854,910
7549,855,909
7550,854,910
7551,857,909
7552,859,911
7553,860,914
7554,861,914
7555,861,912
7556,859,912
7557,858,912
7558,856,909
7559,855,909
7560,853,909
7561,854,908
7562,854,908
7563,857,911
7564,862,912
7565,863,913
7566,867,914
7567,872,913
7568,871,917
7569,874,912
7570,872,913
7571,872,913
7572,873,913
7573,871,913
7574,872,913
7575,873,913
7576,874,915
7577,877,920
7578,879,917
7579,880,915
7580,883,915
7581,883,913
7582,877,910
7583,874,908
7584,870,907
7585,866,907
7586,863,907
7587,865,908
7588,865,907
7589,865,908
7590,867,907
7591,866,907
7592,863,903
7593,858,903
7594,855,904
7595,852,908
7596,846,909
7597,843,914
7598,842,915
7599,842,916
7600,842,916
7601,843,918
7602,846,917
7603,845,919
7604,845,917
7605,846,916
7606,843,913
7607,842,912
7608,840,911
7609,842,912
7610,842,913
7611,843,916
7612,844,915
7613,845,918
7614,847,918
7615,846,917
7616,845,917
7617,845,916
7618,844,915
7619,844,913
7620,844,913
7621,843,913
7622,844,918
7623,848,918
7624,852,920
7625,858,924
7626,873,923
7627,887,922
7628,904,915
7629,926,910
7630,949,905
7631,970,897
7632,988,895
7633,996,892
7634,992,892
7635,975,890
7636,953,892
7637,928,891
7638,905,892
7639,878,894
7640,848,896
7641,816,903
7642,792,914
7643,781,932
7644,782,951
7645,784,972
7646,787,983
7647,789,985
7648,795,975
7649,796,960
7650,800,946
7651,806,935
7652,810,927
7653,813,919
7654,818,918
7655,819,916
7656,820,914
7657,820,913
7658,818,913
7659,819,916
7660,820,916
7661,821,918
7662,823,917
7663,825,917
7664,825,916
7665,825,915
7666,823,915
7667,820,913
7668,816,913
7669,818,910
7670,818,913
7671,817,913
7672,817,911
7673,820,914
7674,822,915
7675,818,914
7676,820,913
7677,817,910
7678,816,908
7679,815,909
7680,815,906
7681,813,908
7682,812,910
7683,813,912
7684,815,913
7685,815,913
7686,815,913
7687,813,913
7688,812,912
7689,811,911
7690,810,910
7691,810,908
7692,806,907
7693,807,910
7694,807,909
7695,809,908
7696,807,911
7697,809,912
7698,810,913
7699,809,913
7700,807,911
7701,808,909
7702,805,908
7703,804,907
7704,804,907
7705,802,908
7706,802,908
7707,802,910
7708,803,910
7709,804,912
7710,804,911
7711,804,911
7712,805,910
7713,800,911
7714,800,906
7715,797,906
7716,798,904
7717,797,904
7718,797,905
7719,800,906
7720,801,908
7721,802,909
7722,802,908
7723,805,909
7724,806,906
7725,806,906
7726,805,904
7727,804,901
7728,804,901
7729,804,898
7730,806,900
7731,810,904
7732,814,904
7733,819,906
7734,821,905
7735,824,906
7736,828,907
7737,834,903
7738,834,900
7739,838,898
7740,842,897
7741,846,899
7742,853,899
7743,857,900
7744,863,901
7745,867,903
7746,868,904
7747,870,903
7748,870,903
7749,872,903
7750,868,902
7751,868,899
7752,868,900
7753,865,903
7754,867,908
7755,869,908
7756,870,911
7757,871,913
7758,870,913
7759,868,913
7760,866,913
7761,866,914
7762,863,913
7763,860,911
7764,859,908
7765,857,911
7766,855,911
7767,858,912
7768,858,913
7769,859,917
7770,860,918
7771,861,916
7772,859,914
7773,859,913
7774,858,911
7775,857,909
7776,856,909
7777,855,908
7778,853,910
7779,854,914
7780,853,912
7781,854,916
7782,855,916
7783,855,912
7784,853,912
7785,850,910
7786,849,908
7787,848,907
7788,847,907
7789,849,910
7790,849,909
7791,850,911
7792,852,912
7793,851,910
7794,851,911
7795,852,912
7796,852,912
7797,851,908
7798,850,909
7799,848,910
7800,846,907
7801,846,906
7802,845,907
7803,848,912
7804,848,911
7805,848,911
7806,853,910
7807,852,912
7808,852,913
7809,852,910
7810,850,908
7811,850,905
7812,847,904
7813,847,905
7814,850,905
7815,850,908
7816,854,911
7817,853,912
7818,857,914
7819,860,913
7820,862,913
7821,863,911
7822,863,912
7823,863,911
7824,861,908
7825,861,909
7826,863,908
7827,866,909
7828,867,913
7829,869,913
7830,870,914
7831,870,913
7832,872,915
7833,875,910
7834,873,908
7835,870,906
7836,868,908
7837,866,907
7838,862,904
7839,862,904
7840,862,906
7841,859,908
7842,859,908
7843,861,906
7844,859,903
7845,857,902
7846,854,901
7847,852,901
7848,846,901
7849,839,903
7850,842,908
7851,840,912
7852,841,915
7853,841,917
7854,843,919
7855,841,918
7856,839,917
7857,840,917
7858,837,914
7859,837,909
7860,837,911
7861,837,910
7862,836,909
7863,839,912
7864,841,913
7865,841,917
7866,841,917
7867,841,918
7868,841,919
7869,839,916
7870,840,915
7871,840,910
7872,838,909
7873,839,910
7874,839,914
7875,839,916
7876,841,918
7877,842,918
7878,845,920
7879,854,918
7880,862,920
7881,877,915
7882,895,911
7883,917,906
7884,938,902
7885,963,896
7886,983,892
7887,992,889
7888,987,888
7889,972,889
7890,948,891
7891,922,888
7892,893,887
7893,858,892
7894,826,900
7895,799,911
7896,785,932
7897,787,955
7898,793,979
7899,798,997
7900,799,1003
7901,800,992
7902,800,976
7903,800,954
7904,803,935
7905,809,923
7906,813,914
7907,815,910
7908,815,908
7909,818,908
7910,819,909
7911,821,910
7912,818,910
7913,819,913
7914,816,914
7915,819,912
7916,819,910
7917,818,911
7918,818,910
7919,818,908
7920,817,907
7921,816,905
7922,817,904
7923,819,907
7924,821,909
7925,820,909
7926,819,908
7927,821,907
7928,821,905
7929,818,904
7930,817,906
7931,815,900
7932,811,903
7933,809,901
7934,809,904
7935,810,903
7936,812,907
7937,813,906
7938,815,907
7939,812,908
7940,812,906
7941,810,905
7942,809,903
7943,807,902
7944,806,899
7945,804,900
7946,805,903
7947,805,904
7948,804,905
7949,807,908
7950,808,910
7951,807,908
7952,805,908
7953,806,906
7954,802,905
7955,801,902
7956,797,901
7957,797,904
7958,796,903
7959,795,903
7960,798,905
7961,798,905
7962,799,906
7963,800,906
7964,797,903
7965,798,902
7966,796,900
7967,796,897
7968,796,898
7969,793,896
7970,794,895
7971,795,898
7972,797,898
7973,796,900
7974,798,902
7975,799,901
7976,799,900
7977,799,899
7978,800,897
7979,799,893
7980,800,893
7981,800,894
7982,804,894
7983,805,896
7984,807,898
7985,811,898
7986,815,902
7987,817,901
7988,820,901
7989,822,896
7990,822,894
7991,826,895
7992,825,894
7993,828,895
7994,835,893
7995,840,895
7996,844,895
7997,849,895
7998,851,899
7999,855,897
8000,859,898
8001,860,894
8002,860,892
8003,862,893
8004,862,893
8005,863,893
8006,865,896
8007,868,898
8008,870,901
8009,872,904
8010,870,906
8011,873,905
8012,871,906
8013,868,906
8014,868,906
8015,864,906
8016,866,907
8017,866,907
8018,864,906
8019,864,907
8020,862,909
8021,864,912
8022,866,913
8023,866,911
8024,864,911
8025,860,913
8026,856,911
8027,855,908
8028,855,910
8029,857,909
8030,857,909
8031,856,912
8032,858,911
8033,856,911
8034,857,914
8035,857,912
8036,856,909
8037,858,909
8038,854,907
8039,854,907
8040,852,905
8041,853,904
8042,850,904
8043,851,905
8044,850,906
8045,853,907
8046,854,911
8047,855,909
8048,855,909
8049,853,907
8050,850,906
8051,850,904
8052,850,901
8053,849,903
8054,849,906
8055,851,906
8056,851,907
8057,852,907
8058,853,912
8059,853,911
8060,853,909
8061,851,909
8062,851,907
8063,849,903
8064,848,904
8065,848,904
8066,849,903
8067,851,907
8068,851,907
8069,851,908
8070,850,910
8071,852,907
8072,854,907
8073,855,906
8074,853,903
8075,853,902
8076,851,904
8077,852,905
8078,853,907
8079,856,909
8080,860,909
8081,863,909
8082,868,912
8083,870,913
8084,869,910
8085,869,911
8086,866,909
8087,867,907
8088,864,907
8089,864,907
8090,866,909
8091,867,909
8092,871,910
8093,872,912
8094,876,910
8095,879,909
8096,877,909
8097,876,907
8098,874,905
8099,870,905
8100,865,905
8101,861,902
8102,857,901
8103,859,902
8104,857,904
8105,859,904
8106,859,903
8107,858,902
8108,857,900
8109,853,901
8110,851,899
8111,846,902
8112,846,906
8113,843,907
8114,843,907
8115,842,911
8116,841,910
8117,843,912
8118,842,914
8119,846,911
8120,846,912
8121,843,908
